,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,adjoe,pfr,pid,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,ROUND
142,36,86.0,124.1,23.9,58.6,64.17,1.6,8.8,18.8,14.0,168,204,0.824,93,186,0.5,92,208,0.442,0.9,1.0,51.8,139.096,1.5,28098,1.76121657,53.0,87.0,40.0,99.0,0.6092,0.404,15.0,17.0,0.8824,107.646,101.814,3.41738,171.682,7.59555,7.78089,-0.185343,8.41756,35.5833,8.06205,0.355509,0.4167,2.5,2.9167,3.2778,0.5556,0.3056,17.5,1.0
143,8,13.2,113.2,24.1,54.5,57.23,15.5,27.2,12.6,17.5,16,24,0.667,30,53,0.566,0,2,0.0,3.2,4.9,43.6,122.566,5.1,28103,0.92307692,17.0,23.0,13.0,30.0,0.7391,0.4333,3.0,3.0,1.0,90.2124,86.8159,3.60663,51.044,10.8315,4.6351,6.19639,7.95678,24.625,3.47845,4.47833,2.875,5.375,8.25,1.5,1.875,0.75,9.5,1.0
144,40,80.2,111.7,21.8,49.8,53.64,3.7,11.0,10.8,15.9,125,177,0.706,101,215,0.47,82,235,0.349,0.6,1.4,39.3,121.225,2.6,28736,0.89333331,56.0,89.0,45.0,126.0,0.6292,0.3571,20.0,22.0,0.9091,103.077,96.9728,3.64344,199.576,4.71558,4.20626,0.509324,5.06622,32.4,3.9176,1.14862,1.025,3.25,4.275,1.675,0.75,0.2,14.325,1.0
145,40,76.3,111.2,26.2,50.4,56.59,13.4,24.7,10.0,18.7,204,289,0.706,193,374,0.516,3,18,0.167,2.6,1.0,73.7,127.016,3.0,29051,0.5643564,132.0,197.0,61.0,176.0,0.6701,0.3466,37.0,40.0,0.925,96.732,91.0035,4.09889,249.652,5.23199,3.14857,2.08342,6.28816,30.825,4.90839,1.37976,3.5,6.925,10.425,1.425,0.5,0.775,14.975,1.0
146,38,77.1,105.5,23.2,51.6,50.27,10.4,19.3,13.0,12.4,76,180,0.422,173,337,0.513,16,45,0.356,3.4,1.8,47.1,115.178,3.0,29525,1.36361758,137.0,198.0,36.0,140.0,0.6919,0.2571,54.0,56.0,0.9643,87.7492,83.3035,4.96193,242.823,8.3179,2.89022,5.42768,7.17364,31.2368,3.32065,3.85299,2.6842,5.2895,7.9737,1.9737,0.8947,1.0263,12.3684,1.0
147,30,61.8,109.1,21.5,56.0,60.43,10.8,27.3,4.9,21.8,96,134,0.716,97,183,0.53,16,33,0.485,5.4,1.9,62.0,114.762,4.1,29985,0.2812544,73.0,122.0,24.0,61.0,0.5984,0.3934,24.0,27.0,0.8889,90.6372,86.69,3.93211,195.609,5.27582,0.682888,4.59293,6.05888,26.4667,2.72525,3.33363,2.3667,6.6,8.9667,0.6,0.8667,1.3667,11.2667,1.0
148,37,60.7,107.3,19.0,52.4,54.48,2.4,9.5,12.6,13.9,47,68,0.691,79,160,0.494,48,128,0.375,0.8,2.1,23.6,110.248,3.2,31114,1.57149149,51.0,90.0,28.0,68.0,0.5667,0.4118,21.0,25.0,0.84,103.564,98.8807,2.59395,148.504,2.74348,2.46177,0.281707,1.99942,24.4324,1.46349,0.535932,0.4865,2.0541,2.5405,1.7838,0.8919,0.1622,9.4324,1.0
149,28,45.9,112.0,24.4,62.9,65.5,12.7,27.3,11.5,24.1,98,143,0.685,106,166,0.639,1,5,0.2,11.7,2.3,83.6,125.154,5.8,31621,0.57574986,80.0,99.0,25.0,65.0,0.8081,0.3846,30.0,30.0,1.0,90.0859,83.519,3.6851,176.276,12.7402,3.37781,9.36236,10.5965,23.1071,4.24577,6.35075,2.3214,5.7857,8.1071,1.3571,0.8929,2.5714,11.1786,1.0
150,35,81.4,112.3,25.1,49.9,56.34,8.4,12.3,9.2,15.9,176,227,0.775,146,296,0.493,43,126,0.341,3.1,2.1,53.8,126.019,3.3,31626,0.67502293,92.0,132.0,54.0,161.0,0.697,0.3354,36.0,40.0,0.9,101.712,94.4649,3.98001,206.932,7.14569,4.66538,2.48031,6.97725,32.8,5.14855,1.8287,2.1714,3.6857,5.8571,1.5429,1.1714,0.9714,17.0571,1.0
151,35,76.4,111.7,31.6,51.1,55.77,11.4,23.1,8.7,14.5,160,214,0.748,198,393,0.504,38,106,0.358,4.0,2.1,42.9,134.942,3.1,32063,0.50615734,124.0,199.0,74.0,193.0,0.6231,0.3834,61.0,66.0,0.9242,98.2252,93.1302,3.87471,217.143,6.22828,4.13547,2.09281,6.84705,30.6571,6.33399,0.513063,3.0,5.7429,8.7429,1.1714,1.0571,1.2286,19.1429,1.0
152,34,88.7,114.5,22.7,45.3,51.07,2.6,9.0,32.5,13.8,114,149,0.765,118,275,0.429,30,85,0.353,0.7,3.9,41.4,123.151,2.3,32691,3.2413389,68.0,123.0,51.0,153.0,0.5528,0.3333,2.0,2.0,1.0,97.6955,92.6229,4.56203,202.885,6.86227,4.85439,2.00787,7.99607,35.7353,4.48187,3.5142,0.7941,2.5882,3.3824,5.5294,2.1176,0.1765,12.9412,1.0
153,29,77.3,106.3,27.9,52.7,57.66,6.2,20.5,19.7,15.9,113,144,0.785,162,306,0.529,14,41,0.341,4.3,2.3,41.5,118.033,2.6,20039,1.08569153,93.0,118.0,69.0,188.0,0.7881,0.367,46.0,50.0,0.92,91.6832,91.8035,4.33077,203.468,5.38939,1.53945,3.84994,6.40162,34.9032,3.6465,2.75512,1.4194,5.8065,7.2258,2.4516,1.1935,1.1935,16.0645,1.0
154,39,81.4,126.2,28.1,59.0,62.78,6.0,25.7,18.4,11.5,156,200,0.78,225,387,0.581,42,101,0.416,4.5,1.7,41.0,148.904,2.0,21292,1.63488926,137.0,180.0,88.0,207.0,0.7611,0.4251,31.0,34.0,0.9118,91.4999,85.5147,4.85492,266.979,13.7607,8.70054,5.06011,15.3813,33.6154,10.9093,4.47203,1.4872,6.7179,8.2051,2.641,0.8462,1.4615,18.7692,1.0
155,38,91.1,122.2,25.6,53.6,59.18,1.3,8.3,33.5,14.2,170,218,0.78,154,269,0.572,50,158,0.316,1.4,2.8,51.1,137.617,2.1,23810,3.07317281,107.0,142.0,47.0,127.0,0.7535,0.3701,10.0,11.0,0.9091,102.954,97.7003,3.78026,223.582,8.38154,7.90599,0.475553,8.37017,37.0526,6.94126,1.42891,0.3421,2.6842,3.0263,6.6316,1.6579,0.5,16.5263,1.0
156,39,64.3,115.8,18.3,57.2,58.79,11.1,17.3,7.4,16.2,79,128,0.617,135,236,0.572,0,0,0.0,7.1,2.9,54.2,118.997,3.1,24136,0.79168017,106.0,141.0,30.0,96.0,0.7518,0.3125,69.0,74.0,0.9324,79.0904,74.9298,4.67976,235.411,12.7451,4.42742,8.31771,11.331,25.9487,5.07159,6.25944,2.2821,4.1538,6.4359,0.9744,1.2051,1.7179,8.9487,1.0
157,40,77.0,125.8,22.4,58.6,60.48,8.4,14.8,8.6,8.7,80,113,0.708,163,255,0.639,50,151,0.331,1.5,1.1,27.8,138.358,1.4,25362,1.36111117,134.0,178.0,29.0,78.0,0.7528,0.3718,28.0,31.0,0.9032,98.6443,92.4654,3.73184,191.916,9.19569,8.08795,1.10774,9.45451,30.975,8.23919,1.21532,1.925,3.575,5.5,1.225,0.525,0.45,13.9,1.0
158,26,52.8,120.5,22.0,57.2,60.97,3.1,14.5,14.0,13.2,64,82,0.78,56,117,0.479,47,104,0.452,2.5,1.6,37.1,129.325,1.7,28488,1.45164815,44.0,66.0,12.0,51.0,0.6667,0.2353,18.0,21.0,0.8571,88.5752,84.0094,4.15299,121.798,9.76844,5.49031,4.27813,11.5827,27.8462,7.23767,4.34501,0.6538,3.3846,4.0385,1.7308,0.6538,0.5385,12.1923,1.0
159,33,85.9,106.5,24.6,52.6,56.54,9.7,18.1,10.5,18.4,140,203,0.69,188,345,0.545,14,52,0.269,1.8,1.9,51.1,117.024,3.2,28739,0.64130707,137.0,206.0,51.0,139.0,0.665,0.3669,45.0,45.0,1.0,93.3404,90.8088,4.3606,240.893,4.40655,2.44395,1.9626,4.03898,35.1212,2.7688,1.27018,2.9697,6.2727,9.2424,1.7879,1.1515,0.697,16.9091,1.0
160,38,71.5,113.8,20.9,51.3,57.33,9.0,20.1,10.1,15.5,145,205,0.707,132,246,0.537,6,29,0.207,3.4,2.4,74.5,119.977,3.4,29198,1.0,91.0,127.0,41.0,119.0,0.7165,0.3445,40.0,43.0,0.9302,86.8974,82.7697,4.42793,234.584,9.57925,3.75175,5.82751,8.24463,28.6842,3.86244,4.38219,2.0263,4.8158,6.8421,1.5526,1.1579,0.8421,11.2368,1.0
161,33,81.4,118.8,31.3,52.9,56.73,2.3,10.7,39.8,14.9,126,161,0.783,149,294,0.507,82,220,0.373,1.6,3.2,31.3,134.583,2.5,29428,2.40230118,53.0,87.0,96.0,208.0,0.6092,0.4615,3.0,3.0,1.0,100.124,101.405,2.93831,203.057,8.30782,8.05255,0.25527,10.2868,32.1714,8.84184,1.44499,0.6,3.0857,3.6857,5.9714,1.9429,0.4857,20.2,1.0
162,36,74.2,118.9,25.7,55.2,58.23,13.6,20.2,8.8,11.5,115,156,0.737,236,436,0.541,14,30,0.467,4.8,2.1,33.5,132.908,2.9,29460,0.74999998,149.0,204.0,87.0,229.0,0.7304,0.3799,32.0,36.0,0.8889,95.8038,92.078,3.6384,235.735,7.92782,5.11539,2.81243,8.39995,29.8889,7.31961,1.08034,3.6944,5.2222,8.9167,1.1667,1.0833,1.3889,17.4722,1.0
163,36,86.9,105.9,26.8,45.7,50.86,3.8,13.9,19.7,14.1,139,176,0.79,166,364,0.456,48,157,0.306,0.5,3.5,33.8,121.449,2.0,29506,1.36711625,78.0,145.0,88.0,218.0,0.5379,0.4037,8.0,9.0,0.8889,89.6,84.1254,5.21977,249.602,7.20163,4.04812,3.15352,8.49714,35.0,4.41439,4.08275,1.1944,4.3611,5.5556,3.0,2.0,0.1667,17.0833,1.0
164,34,83.7,125.2,24.2,54.5,61.66,4.1,13.6,32.8,15.4,152,182,0.835,135,246,0.549,26,73,0.356,3.2,3.9,57.1,137.443,1.7,31100,2.61758206,101.0,149.0,34.0,98.0,0.6779,0.3469,17.0,18.0,0.9444,87.5652,83.3382,5.1177,237.663,14.4311,7.9039,6.52721,14.7263,33.2857,8.27648,6.44984,0.9714,3.9714,4.9429,5.0857,2.0857,0.9714,14.5429,1.0
165,38,70.9,108.0,26.0,50.1,55.1,8.9,19.1,11.6,17.4,132,178,0.742,131,274,0.478,43,116,0.371,1.6,3.2,45.6,120.974,3.7,34150,0.7682932,64.0,119.0,67.0,155.0,0.5378,0.4323,16.0,16.0,1.0,86.6693,82.5525,4.41275,234.531,8.8059,4.11077,4.69513,8.38064,28.4474,4.5269,3.85374,1.9737,4.5263,6.5,1.6579,1.5,0.3947,13.7632,1.0
166,16,36.0,92.5,21.1,48.2,50.78,9.0,18.5,8.2,22.2,40,71,0.563,53,112,0.473,1,1,1.0,8.5,3.6,62.8,96.314,3.6,35808,0.51428571,35.0,59.0,19.0,55.0,0.5932,0.3455,11.0,14.0,0.7857,87.8528,86.8556,3.92646,109.276,5.9099,-1.68994,7.59984,4.68636,28.125,-0.230209,4.91657,2.25,4.625,6.875,1.125,1.6875,2.0625,9.3125,1.0
167,39,52.3,122.7,24.2,57.0,62.72,14.1,22.2,11.5,16.6,109,134,0.813,143,248,0.577,2,8,0.25,11.4,1.4,52.3,136.184,5.6,35836,0.8301693,87.0,121.0,56.0,128.0,0.719,0.4375,22.0,24.0,0.9167,77.2779,73.2127,3.93509,202.777,14.8828,5.63939,9.24336,13.1262,21.1282,6.31975,6.80643,2.359,4.3333,6.6923,1.1282,0.4615,2.2564,10.2821,1.0
168,36,52.6,112.6,20.6,49.6,54.26,9.9,16.1,9.2,15.0,75,102,0.735,113,211,0.536,4,29,0.138,2.1,1.4,42.5,119.146,2.8,35837,0.92685926,69.0,88.0,44.0,123.0,0.7841,0.3577,28.0,30.0,0.9333,85.2659,80.7753,3.68296,154.613,7.23508,3.72842,3.50666,6.72041,23.0,3.61558,3.10483,1.8056,3.4167,5.2222,1.0556,0.5278,0.4444,8.6944,1.0
169,36,76.8,113.0,20.0,50.5,53.22,12.2,21.0,9.1,11.9,92,147,0.626,129,268,0.481,22,53,0.415,3.3,2.5,45.8,119.618,3.7,36883,1.13336,100.0,156.0,29.0,111.0,0.641,0.2613,24.0,24.0,1.0,96.2307,91.9367,3.78196,242.473,7.63282,4.25398,3.37884,6.31592,30.9444,4.43098,1.88494,3.3889,5.8056,9.1944,1.4167,1.2778,0.8889,11.5556,1.0
170,34,54.9,109.4,23.8,48.8,55.61,7.2,24.9,6.2,16.6,94,112,0.839,100,195,0.513,17,62,0.274,12.3,0.8,43.6,121.743,4.3,37036,0.42549187,40.0,54.0,60.0,141.0,0.7407,0.4255,11.0,13.0,0.8462,85.3599,81.3327,3.51116,185.417,7.38281,0.519533,6.86328,8.53262,22.2059,3.08008,5.45255,1.2941,5.2353,6.5294,0.5882,0.2941,2.6176,10.1471,1.0
171,23,57.3,101.4,28.8,52.1,54.73,2.3,13.9,12.2,14.4,68,98,0.694,90,187,0.481,54,141,0.383,1.1,1.5,29.9,116.012,2.9,37215,0.71999634,48.0,87.0,42.0,100.0,0.5517,0.42,3.0,4.0,0.75,100.566,98.7494,3.15614,122.977,0.927228,2.60346,-1.67623,4.09223,32.2609,4.5805,-0.488272,0.6087,4.2174,4.8261,1.5652,0.7826,0.3478,17.8261,1.0
172,39,84.2,121.8,19.9,48.9,57.49,1.8,9.9,27.5,17.4,144,162,0.889,88,200,0.44,47,124,0.379,0.2,2.7,50.0,128.753,1.4,37730,2.8552881,51.0,87.0,37.0,113.0,0.5862,0.3274,0.0,0.0,0.0,98.3377,91.4497,4.202,223.713,8.58766,6.36463,2.22302,8.39666,33.8974,5.61301,2.78366,0.4872,3.0256,3.5128,5.5641,1.5128,0.0769,11.8205,1.0
173,35,84.3,113.6,29.9,54.1,57.29,3.6,15.4,30.1,17.3,118,156,0.756,136,284,0.479,95,231,0.411,1.1,2.8,30.3,133.261,2.5,38468,1.71567788,70.0,110.0,66.0,174.0,0.6364,0.3793,4.0,4.0,1.0,93.834,89.143,4.47433,233.345,9.16316,6.8867,2.27646,10.9303,33.9429,8.22413,2.70618,1.0,4.6571,5.6571,5.0,1.5714,0.3143,19.2857,1.0
174,38,72.8,116.4,27.6,66.4,64.14,14.8,18.2,9.4,18.2,99,194,0.51,279,420,0.664,0,0,0.0,4.5,1.5,46.2,134.951,2.8,38635,0.5158,213.0,270.0,66.0,150.0,0.7889,0.44,64.0,67.0,0.9552,94.5347,87.7919,4.1073,226.642,9.34057,5.72749,3.61308,9.53611,30.0789,7.26684,2.26927,3.5263,4.9474,8.4737,1.2895,0.7632,1.4211,17.2895,1.0
175,39,72.3,112.2,22.4,55.1,57.2,5.4,19.8,13.2,16.8,100,156,0.641,127,246,0.516,46,110,0.418,2.9,2.8,43.8,122.324,3.8,38640,1.15495747,112.0,163.0,15.0,85.0,0.6871,0.1765,24.0,25.0,0.96,92.0154,85.5702,4.19758,246.908,9.53879,4.7201,4.8187,9.03031,29.1026,4.83748,4.19282,1.2564,5.2051,6.4615,2.1026,1.3333,0.8718,12.6154,1.0
176,38,51.9,121.0,20.5,57.1,60.02,2.6,7.8,10.9,13.8,53,64,0.828,77,146,0.527,58,141,0.411,0.3,1.3,22.3,128.601,2.8,52495,1.13515453,42.0,59.0,35.0,88.0,0.7119,0.3977,8.0,9.0,0.8889,91.0701,86.245,3.04056,117.322,6.83479,5.679,1.15579,8.23184,21.5,5.91621,2.31563,0.4474,1.5526,2.0,1.1053,0.4474,0.0526,10.0263,1.0
177,33,76.2,107.2,27.2,49.3,53.66,8.9,14.7,15.4,18.9,110,143,0.769,130,278,0.468,53,147,0.361,2.7,2.3,33.6,124.535,3.3,24114,0.86361423,78.0,123.0,52.0,156.0,0.6341,0.3333,14.0,15.0,0.9333,102.839,97.5834,3.31742,182.37,6.32222,4.52221,1.80001,5.91323,30.8182,5.0929,0.820334,2.303,3.6364,5.9394,2.303,1.2121,0.7273,16.0303,1.0
178,40,70.1,126.8,24.5,61.4,64.89,11.7,28.5,9.7,14.5,144,184,0.783,267,435,0.614,0,0,0.0,5.5,2.2,42.3,140.944,3.8,24417,0.82857146,156.0,190.0,111.0,245.0,0.8211,0.4531,70.0,73.0,0.9589,91.501,85.3916,4.23664,291.058,11.3057,6.11101,5.19471,11.905,28.025,8.30994,3.5951,2.875,7.525,10.4,1.45,1.075,1.475,16.95,1.0
179,33,76.9,103.6,29.3,49.9,54.06,3.5,14.8,41.8,20.9,132,190,0.695,142,298,0.477,42,113,0.372,1.9,4.3,46.2,121.573,3.4,25358,1.77583078,99.0,157.0,42.0,138.0,0.6306,0.3043,27.0,29.0,0.931,93.8582,88.3916,4.5888,255.725,9.73839,4.74338,4.99501,9.52919,32.9697,4.58362,4.94557,1.0909,4.2424,5.3333,6.2424,2.4848,0.6061,16.4242,1.0
180,14,31.0,126.8,26.0,59.0,63.14,2.5,19.0,32.9,11.9,52,66,0.788,48,90,0.533,27,60,0.45,0.8,1.8,44.0,136.565,1.7,26551,3.13643865,36.0,48.0,12.0,42.0,0.75,0.2857,9.0,9.0,1.0,103.626,100.2,3.11652,73.7778,9.50321,7.62963,1.87357,10.0831,31.0714,7.75923,2.32392,0.6429,4.7857,5.4286,4.9286,0.9286,0.2143,16.3571,1.0
181,31,72.5,125.5,28.9,57.9,60.82,3.0,21.1,45.8,17.1,81,95,0.853,101,210,0.481,104,234,0.444,0.7,1.9,21.4,146.68,2.0,26984,2.83533318,38.0,61.0,63.0,148.0,0.623,0.4257,5.0,7.0,0.7143,92.9687,90.6006,4.37033,210.009,14.386,11.2197,3.16625,14.5955,32.9677,11.0943,3.50124,0.8065,6.7097,7.5161,7.7742,1.0323,0.2258,19.1935,1.0
182,37,87.6,121.5,28.4,62.3,66.45,4.0,13.0,12.7,17.1,176,200,0.88,154,279,0.552,147,322,0.457,1.4,1.8,33.3,143.253,2.3,27126,0.66369796,119.0,178.0,35.0,101.0,0.6685,0.3465,18.0,22.0,0.8182,100.663,94.0957,4.2368,240.576,8.86581,7.83954,1.02627,11.852,35.3784,10.2417,1.61038,1.2432,4.4865,5.7297,2.027,1.1351,0.4865,25.0,1.0
183,33,65.1,106.8,26.4,59.0,58.45,9.9,17.3,10.2,16.3,90,168,0.536,184,309,0.595,0,3,0.0,5.9,0.5,53.8,121.038,5.0,28727,0.58460679,125.0,171.0,59.0,138.0,0.731,0.4275,38.0,43.0,0.8837,94.8238,90.1802,3.50456,177.996,5.45568,1.70399,3.75169,5.45701,26.2424,2.73371,2.72329,2.2424,4.6364,6.8788,1.1515,0.2424,1.6364,13.8788,1.0
184,36,92.8,110.7,24.5,51.3,53.91,4.3,18.0,24.1,12.6,117,178,0.657,204,369,0.553,34,128,0.266,2.5,2.2,35.8,120.835,2.6,31965,2.20544419,139.0,193.0,66.0,177.0,0.7202,0.3729,29.0,30.0,0.9667,96.6461,93.9216,4.51299,291.217,8.8377,4.88895,3.94875,7.89142,37.25,4.77418,3.11724,1.4167,6.3333,7.75,4.4722,1.4167,0.8333,17.4167,1.0
185,35,79.9,120.0,26.0,61.2,65.09,11.6,28.2,11.4,18.5,149,194,0.768,224,364,0.615,5,14,0.357,2.7,1.1,51.3,131.645,4.0,33822,0.68477518,157.0,214.0,67.0,149.0,0.7336,0.4497,22.0,24.0,0.9167,90.7655,88.0512,4.53415,263.303,7.50443,3.90304,3.60139,7.6708,32.0571,5.39611,2.27469,3.0286,8.8,11.8286,1.8,0.6,0.8857,17.4857,1.0
186,35,75.4,124.0,26.0,64.0,66.23,11.9,22.0,13.9,14.9,161,231,0.697,222,347,0.64,0,0,0.0,4.8,1.2,66.6,140.033,3.0,35220,0.95714998,199.0,284.0,23.0,62.0,0.7007,0.371,32.0,34.0,0.9412,98.6568,93.3991,3.76243,220.198,9.67869,5.88242,3.79626,9.74688,30.6,7.36804,2.37884,2.8286,6.2286,9.0571,1.9143,0.6,1.5143,17.2857,1.0
187,33,75.3,109.5,26.4,49.2,57.09,1.5,11.6,33.7,19.7,155,194,0.799,94,215,0.437,41,101,0.406,1.0,2.3,61.4,124.161,3.4,36903,1.89008554,63.0,118.0,31.0,98.0,0.5339,0.3163,13.0,15.0,0.8667,96.7419,92.0043,3.86419,190.487,6.9925,4.59175,2.40075,6.5147,30.3636,3.94335,2.57135,0.3939,3.6061,4.0,5.2121,1.2121,0.3333,14.1212,1.0
188,32,87.0,115.4,28.0,54.0,56.88,13.4,23.5,11.2,12.6,133,194,0.686,255,466,0.547,3,15,0.2,6.4,1.7,40.3,125.441,3.1,37123,0.76119968,129.0,175.0,126.0,291.0,0.7371,0.433,31.0,32.0,0.9688,86.8008,88.45,4.89153,275.465,7.23334,2.53836,4.69498,8.29928,35.3438,5.33606,2.96322,4.0,7.8438,11.8438,1.5938,1.0,2.2188,20.375,1.0
189,34,68.3,95.4,30.9,47.1,51.76,4.5,16.5,15.1,21.0,142,217,0.654,133,276,0.482,30,102,0.294,2.2,1.7,57.4,111.435,4.6,38792,0.63810632,98.0,160.0,35.0,116.0,0.6125,0.3017,21.0,25.0,0.84,96.1781,91.4564,3.55465,185.694,2.64996,0.00518571,2.64478,2.67159,27.6176,0.728962,1.94263,1.0588,4.2941,5.3529,1.9706,0.7941,0.6471,14.6471,1.0
190,34,61.2,109.3,23.7,56.2,58.64,9.8,11.7,6.3,17.6,89,130,0.685,159,279,0.57,21,60,0.35,5.9,1.9,38.3,119.496,6.5,39876,0.37681086,102.0,145.0,56.0,133.0,0.7034,0.4211,52.0,65.0,0.8,100.93,96.5835,2.74802,179.644,4.54953,2.03066,2.51887,4.24068,24.9118,2.60641,1.63427,2.5,2.8824,5.3824,0.7647,0.9412,1.6176,13.8235,1.0
191,36,85.9,112.1,24.6,52.5,55.25,6.1,15.4,11.3,13.7,116,170,0.682,134,289,0.464,80,195,0.41,3.6,1.9,35.1,124.254,2.4,40152,0.98610002,69.0,117.0,65.0,172.0,0.5897,0.3779,17.0,17.0,1.0,103.403,95.9335,3.93885,237.974,6.30806,4.07465,2.23341,6.79962,34.6111,5.53645,1.26317,1.8611,4.9167,6.7778,1.9722,1.1111,1.3611,17.3333,1.0
192,34,82.2,97.8,26.0,45.1,48.51,4.1,13.7,25.7,19.0,110,166,0.663,168,368,0.457,34,118,0.288,0.8,2.8,34.2,109.567,3.2,40260,1.38181932,100.0,166.0,68.0,201.0,0.6024,0.3383,14.0,17.0,0.8235,100.785,96.4446,3.71125,243.083,3.43709,1.76825,1.66884,2.9018,33.5,1.73456,1.16724,1.4118,4.5588,5.9706,4.4706,1.8235,0.2941,16.1176,1.0
193,37,85.1,100.2,22.0,46.5,50.97,1.7,12.1,12.8,17.3,113,157,0.72,73,188,0.388,79,224,0.353,0.9,2.1,38.1,107.531,2.9,40443,0.97470849,47.0,84.0,26.0,104.0,0.5595,0.25,5.0,5.0,1.0,101.247,94.9795,4.01267,209.32,2.09105,1.04498,1.04607,2.31477,34.3784,0.931429,1.38334,0.5135,3.7568,4.2703,2.0811,1.1622,0.2703,13.4054,1.0
194,36,87.1,118.0,25.4,55.9,59.0,4.9,11.1,12.1,15.3,119,152,0.783,131,261,0.502,113,277,0.408,0.9,1.6,28.3,133.06,2.4,41317,0.94047056,77.0,111.0,54.0,150.0,0.6937,0.36,18.0,19.0,0.9474,101.145,96.6981,3.89906,209.711,8.14115,7.25949,0.88166,8.97041,35.1944,8.14081,0.829595,1.4722,3.6944,5.1667,2.1944,0.9722,0.3056,20.0,1.0
195,33,86.5,112.9,28.2,56.1,59.95,9.6,26.8,27.4,18.6,199,297,0.67,215,383,0.561,1,3,0.333,2.5,3.1,76.9,129.536,3.2,41356,1.4234451,159.0,220.0,55.0,161.0,0.7227,0.3416,56.0,61.0,0.918,97.3738,93.3664,4.27519,290.86,10.2899,5.24639,5.04354,9.83468,34.8788,6.65406,3.18062,3.1212,8.6364,11.7576,4.7879,1.9697,0.8182,19.1515,1.0
196,34,74.3,114.9,23.0,54.1,58.29,5.0,15.1,9.8,14.0,104,128,0.813,130,251,0.518,55,142,0.387,0.6,1.8,32.6,124.176,3.0,41749,0.86440388,87.0,129.0,43.0,122.0,0.6744,0.3525,23.0,25.0,0.92,104.037,98.7372,3.11598,182.98,4.21408,4.06388,0.150193,5.34693,29.8235,4.89748,0.449452,1.2941,4.0,5.2941,1.5,0.9412,0.1765,15.5588,1.0
197,36,39.0,105.5,20.9,51.6,54.0,7.3,14.6,3.6,16.3,41,62,0.661,98,188,0.521,0,2,0.0,10.3,0.9,32.6,112.689,7.6,42780,0.33336968,37.0,56.0,61.0,132.0,0.6607,0.4621,26.0,31.0,0.8387,95.6059,91.4025,2.03132,118.717,5.09141,0.0929794,4.99843,2.10278,15.75,-1.36423,3.46701,0.9722,2.1667,3.1389,0.3056,0.25,1.6389,6.5833,1.0
198,33,82.6,103.4,25.8,48.0,53.35,7.8,24.1,11.0,15.0,143,191,0.749,164,331,0.495,30,104,0.288,4.4,1.4,43.9,114.888,3.0,42990,0.75643085,69.0,112.0,95.0,218.0,0.6161,0.4358,5.0,6.0,0.8333,98.465,95.0069,3.91125,242.461,3.40958,1.12219,2.28739,3.4322,33.5455,2.57413,0.858067,2.1515,7.5758,9.7273,1.7879,0.8485,1.4848,17.0,1.0
199,36,82.9,122.3,27.1,59.0,61.89,5.9,17.5,18.8,13.4,127,170,0.747,162,280,0.579,74,183,0.404,1.0,2.9,36.7,139.825,2.7,33417,1.49295204,114.0,160.0,48.0,120.0,0.7125,0.4,20.0,21.0,0.9524,93.5948,88.5641,4.64604,241.733,10.4919,7.31438,3.17755,10.8788,33.1667,7.6631,3.2157,1.4167,4.9722,6.3889,2.9444,1.5556,0.2778,18.6944,1.0
200,27,69.6,112.8,26.7,53.9,56.34,11.2,22.7,15.0,14.7,81,121,0.669,142,255,0.557,25,78,0.321,1.6,1.1,36.3,125.288,2.1,35219,1.14518909,106.0,153.0,36.0,101.0,0.6928,0.3564,13.0,13.0,1.0,98.7643,96.7197,3.45396,163.806,5.35021,4.00991,1.3403,5.46892,30.8276,5.16579,0.303122,2.7931,6.5517,9.3448,2.4483,0.6207,0.4828,16.4138,1.0
201,38,75.2,122.3,18.1,60.5,62.82,6.7,16.3,8.5,12.7,50,60,0.833,123,195,0.631,41,110,0.373,5.2,1.0,19.7,125.581,2.5,36619,1.19044604,72.0,87.0,51.0,108.0,0.8276,0.4722,38.0,38.0,1.0,102.055,96.2275,3.41578,202.916,8.40991,4.70463,3.70527,7.04259,30.3947,4.98952,2.05308,1.5,3.8421,5.3421,1.3158,0.5,1.5,11.0263,1.0
202,39,80.2,119.2,23.9,53.0,55.46,4.9,10.8,16.0,12.3,98,131,0.748,156,306,0.51,103,280,0.368,0.8,1.4,22.4,132.578,1.7,36922,1.63768116,83.0,130.0,73.0,176.0,0.6385,0.4148,13.0,13.0,1.0,101.543,93.9603,3.89272,215.962,8.26311,6.7892,1.47391,8.89179,32.0,7.38876,1.50303,1.45,3.2,4.65,2.825,0.775,0.225,18.275,1.0
