,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,adjoe,pfr,pid,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,ROUND
910,27,30.8,84.9,21.0,42.0,46.76,4.6,16.2,6.1,24.2,32,48,0.667,19,66,0.288,19,47,0.404,0.3,2.6,42.5,82.1536,5.9,52340,0.35135983,15.0,39.0,4.0,28.0,0.3846,0.1429,0.0,0.0,0.0,101.62,108.603,1.02193,77.6906,-6.38664,-4.7465,-1.64014,-5.92907,14.2069,-5.25758,-0.671494,0.6552,2.1379,2.7931,0.4483,0.6552,0.0345,5.1379,0.0
911,32,47.5,89.5,13.1,45.3,47.09,7.0,12.4,5.3,19.7,16,28,0.571,43,95,0.453,0,0,0.0,1.7,1.0,29.5,83.4036,3.9,23136,0.58333333,9.0,23.0,34.0,70.0,0.3913,0.4857,0.0,0.0,0.0,99.3381,95.8924,2.0088,94.2538,-2.05407,-4.42024,2.36617,-2.87557,19.1562,-4.27275,1.39718,1.125,1.75,2.875,0.4375,0.2812,0.2812,3.1875,0.0
912,29,70.5,104.4,19.6,58.1,59.0,1.1,7.8,11.2,18.7,21,30,0.7,24,68,0.353,77,172,0.448,0.3,1.3,12.5,105.09,3.9,20660,0.80437524,12.0,29.0,12.0,39.0,0.4138,0.3077,0.0,0.0,0.0,109.028,106.535,1.93917,105.865,-0.449956,1.9077,-2.35766,-0.689435,28.4483,1.17058,-1.86001,0.2414,1.6897,1.931,1.2759,0.5517,0.069,10.3448,0.0
913,34,35.7,108.1,9.9,58.5,56.91,11.5,16.9,2.4,22.2,14,29,0.483,31,53,0.585,0,0,0.0,9.8,2.2,54.7,97.1323,6.1,14985,0.38893087,26.0,32.0,5.0,21.0,0.8125,0.2381,2.0,2.0,1.0,90.7099,85.3329,2.06068,108.473,6.8148,0.458494,6.35631,3.40295,14.3824,-1.25191,4.65485,1.3529,2.2941,3.6471,0.2059,0.5294,1.2353,2.2353,0.0
914,22,37.3,85.3,11.9,35.0,45.89,1.7,12.3,31.5,40.6,17,24,0.708,9,19,0.474,1,11,0.091,0.0,1.7,80.0,74.164,3.8,4334,1.99993521,8.0,15.0,1.0,4.0,0.5333,0.25,0.0,0.0,0.0,110.178,109.185,1.14356,69.7238,-5.19638,-3.07433,-2.12204,-5.44469,19.1364,-4.31498,-1.12971,0.2727,2.0455,2.3182,3.0909,0.5455,0.0,1.7273,0.0
915,28,71.0,106.9,25.6,52.7,56.31,3.9,15.3,18.8,15.3,102,147,0.694,98,202,0.485,47,118,0.398,3.5,2.0,45.9,118.245,2.5,43040,1.34429971,69.0,110.0,29.0,92.0,0.6273,0.3152,6.0,7.0,0.8571,95.6597,93.8345,3.8281,176.148,5.38722,2.98734,2.39988,6.77466,31.5517,4.96678,1.80788,1.0,4.1379,5.1379,2.8276,1.1034,0.9655,15.7586,0.0
916,30,85.8,95.2,19.5,44.1,46.1,4.4,13.9,13.6,13.9,36,52,0.692,72,154,0.468,49,176,0.278,2.0,3.9,15.8,92.505,2.9,10804,1.31914215,49.0,82.0,23.0,71.0,0.5976,0.3239,11.0,13.0,0.8462,96.0856,98.9105,3.44427,217.354,1.70901,-0.322823,2.03183,1.004,36.1667,-0.530902,1.5349,1.4667,3.7667,5.2333,2.0667,2.2333,0.5,10.9,0.0
917,25,13.4,83.2,13.1,37.1,38.44,6.7,22.8,7.6,20.5,2,3,0.667,10,23,0.435,2,12,0.167,1.9,0.7,8.6,75.3197,6.0,18181,0.87500002,5.0,10.0,5.0,13.0,0.5,0.3846,0.0,0.0,0.0,99.7317,96.7045,0.719125,35.0233,-3.4567,-4.35789,0.901196,-2.71431,6.96,-3.78673,1.07242,0.4,1.48,1.88,0.28,0.08,0.12,1.12,0.0
918,17,13.7,82.3,13.4,40.0,44.5,11.1,23.9,4.2,31.5,6,11,0.545,6,15,0.4,0,0,0.0,3.2,1.4,73.3,74.4311,6.9,72533,0.39996199,2.0,9.0,4.0,6.0,0.2222,0.6667,0.0,0.0,0.0,96.93,95.9421,0.811742,26.5031,-3.84833,-5.10999,1.26165,-4.12147,8.2632,-5.27319,1.15172,0.7895,1.6316,2.4211,0.2105,0.3158,0.1579,1.4737,0.0
919,20,17.4,98.1,22.8,44.3,46.79,5.6,8.4,5.8,8.9,11,14,0.786,10,14,0.714,22,83,0.265,0.5,3.1,14.4,107.282,3.2,71543,0.75000002,6.0,7.0,4.0,7.0,0.8571,0.5714,1.0,1.0,1.0,96.5714,93.5465,1.29718,40.8027,1.68678,3.13143,-1.44465,3.4713,11.2,2.70043,0.770867,0.5,0.9,1.4,0.3,0.6,0.05,4.85,0.0
920,13,3.5,136.1,21.5,66.7,80.84,7.7,16.1,15.4,23.1,11,11,1.0,3,6,0.5,2,3,0.667,4.0,1.2,122.2,140.069,7.0,50866,1.0,2.0,4.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,104.507,104.803,0.302596,9.21334,4.69915,4.6133,0.0858518,6.1715,3.4286,5.03426,1.13724,0.2143,0.5714,0.7857,0.2857,0.0714,0.1429,1.6429,0.0
921,30,38.2,109.3,27.3,68.1,65.64,18.5,25.4,7.7,22.2,37,74,0.5,126,185,0.681,0,0,0.0,4.8,1.2,40.0,119.348,6.5,40951,0.2745294,116.0,163.0,10.0,22.0,0.7117,0.4545,19.0,20.0,0.95,102.125,102.985,1.49712,104.372,0.997681,1.1902,-0.192515,2.38403,16.4333,3.05838,-0.674351,2.5667,3.4333,6.0,0.4667,0.3333,0.7,9.6333,0.0
922,31,57.3,99.7,23.3,54.2,55.39,10.4,18.5,3.7,19.3,74,131,0.565,116,214,0.542,0,0,0.0,3.6,1.7,61.2,107.03,5.2,23742,0.19997745,92.0,129.0,24.0,85.0,0.7132,0.2824,41.0,41.0,1.0,106.251,102.771,1.85721,126.667,-1.83924,-0.886815,-0.952422,-0.755983,23.0323,0.534985,-1.29097,2.0968,3.3548,5.4516,0.3548,0.6774,0.7419,9.871,0.0
923,22,44.2,84.1,27.0,41.9,44.01,0.9,6.3,18.2,18.1,27,40,0.675,53,153,0.346,34,95,0.358,0.2,1.4,16.1,90.2073,4.3,65756,0.79999083,16.0,35.0,37.0,118.0,0.4571,0.3136,0.0,0.0,0.0,113.907,116.011,1.12413,76.6665,-7.54521,-2.74818,-4.79703,-7.22851,24.1304,-3.54493,-3.68358,0.2174,1.3478,1.5652,1.7391,0.6522,0.0435,10.9565,0.0
924,30,55.6,92.5,24.0,47.3,50.01,8.6,11.7,9.0,20.9,51,82,0.622,96,190,0.505,6,32,0.188,1.7,3.1,36.9,99.3587,4.9,20785,0.44640273,56.0,83.0,40.0,107.0,0.6747,0.3738,3.0,4.0,0.75,103.41,101.378,1.92772,119.87,-0.382222,-0.669712,0.28749,0.00643845,22.4333,-0.0465638,0.0530022,1.7333,1.9667,3.7,0.8333,1.1333,0.3333,8.7,0.0
925,10,1.0,200.0,2.6,100.0,100.0,0.0,23.1,0.0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0.0,0.0,0.0,152.158,9.2,37004,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,106.014,106.826,0.0998335,2.58128,-6.07866,-3.19894,-2.87972,-6.89323,1.3,-6.83097,-0.0622609,0.0,0.3,0.3,0.0,0.0,0.0,0.2,0.0
926,27,66.2,104.2,13.4,54.3,54.66,12.3,16.9,6.1,22.5,20,37,0.541,57,105,0.543,0,0,0.0,4.2,1.6,35.2,93.6701,5.1,20553,0.71430939,44.0,69.0,8.0,28.0,0.6377,0.2857,0.0,0.0,0.0,102.093,104.17,2.13391,132.32,1.28379,-0.853286,2.13708,-1.13611,26.931,-1.77349,0.637377,2.7586,3.4483,6.2069,0.8621,0.6552,1.4138,5.0345,0.0
927,31,73.3,114.1,13.6,57.9,60.43,3.2,7.9,5.9,13.5,38,49,0.776,37,64,0.578,51,132,0.386,1.1,1.0,25.0,103.911,3.2,66620,1.06907969,28.0,41.0,9.0,23.0,0.6829,0.3913,1.0,2.0,0.5,113.381,112.32,1.74256,131.129,-0.108477,1.62975,-1.73823,-1.26553,29.3125,0.389691,-1.65522,0.7812,2.0938,2.875,0.9688,0.5625,0.2812,8.5938,0.0
928,31,61.3,103.0,16.4,50.0,56.6,8.1,11.6,7.9,22.7,79,115,0.687,65,130,0.5,0,0,0.0,0.9,1.5,88.5,98.9195,4.1,4493,0.64582793,43.0,66.0,22.0,64.0,0.6515,0.3438,7.0,7.0,1.0,104.851,103.723,1.97489,126.806,0.269364,0.369845,-0.100481,-0.952805,25.5161,-0.909745,-0.0430595,1.6129,2.5806,4.1935,1.0,0.6129,0.2258,6.7419,0.0
929,34,41.5,95.2,19.1,48.3,50.29,1.7,8.4,9.2,17.8,23,31,0.742,55,123,0.447,29,81,0.358,2.3,1.8,15.2,98.1213,2.9,41473,0.80553461,37.0,60.0,18.0,62.0,0.6167,0.2903,4.0,7.0,0.5714,107.075,102.75,1.50841,99.6853,-0.600318,-0.616336,0.0160179,-0.738143,17.0294,-0.797074,0.058931,0.2647,1.3529,1.6176,0.8529,0.5588,0.3824,6.4706,0.0
930,25,33.3,100.9,18.3,49.2,50.28,8.1,14.5,7.6,19.9,8,11,0.727,21,48,0.438,29,83,0.349,3.5,1.4,8.4,94.7909,7.6,50888,0.72413485,8.0,21.0,11.0,24.0,0.381,0.4583,0.0,0.0,0.0,99.9259,102.445,1.54393,78.6536,-0.965897,-1.18027,0.214373,-2.49084,16.9615,-2.36084,-0.129997,1.3462,2.3846,3.7308,0.8077,0.3846,0.6154,5.6923,0.0
931,31,58.3,98.9,11.5,45.4,49.75,1.4,8.7,12.7,24.0,26,33,0.788,20,61,0.328,23,59,0.39,0.0,2.1,27.5,83.9284,3.8,45481,1.5,12.0,34.0,8.0,27.0,0.3529,0.2963,0.0,0.0,0.0,103.618,109.795,1.54943,122.495,-1.95231,-1.48851,-0.463798,-2.91324,23.3438,-3.54751,0.634267,0.2812,1.8438,2.125,1.6875,0.8125,0.0,4.3125,0.0
932,18,13.0,85.7,20.3,59.1,60.54,5.8,9.7,3.1,34.0,3,3,1.0,20,35,0.571,4,9,0.444,2.2,1.5,6.8,83.5495,6.8,66583,0.16666668,17.0,26.0,3.0,9.0,0.6538,0.3333,0.0,1.0,0.0,107.886,107.649,0.573031,24.9798,-8.16412,-6.02274,-2.14138,-8.12651,8.6,-6.14811,-1.9784,0.55,0.7,1.25,0.15,0.2,0.15,2.95,0.0
933,18,36.1,110.5,19.4,54.3,57.34,0.8,5.2,2.8,8.7,27,33,0.818,5,11,0.455,51,139,0.367,0.0,0.7,22.0,105.99,2.8,46621,0.41671945,1.0,5.0,4.0,6.0,0.2,0.6667,0.0,0.0,0.0,120.38,123.065,0.437759,46.5177,-5.46023,1.79272,-7.25295,-3.295,21.7895,2.0549,-5.3499,0.1579,0.9474,1.1053,0.2632,0.2632,0.0,10.9474,0.0
934,4,5.8,79.0,20.0,37.5,45.09,1.5,10.5,24.1,35.4,5,6,0.833,3,11,0.273,2,5,0.4,0.0,4.0,37.5,76.9843,1.0,29192,1.11111111,3.0,5.0,0.0,6.0,0.6,0.0,0.0,0.0,0.0,100.522,101.899,1.88002,14.245,-2.66583,-4.35014,1.68431,-2.8187,19.5,-4.08148,1.26277,0.25,1.75,2.0,2.5,1.25,0.0,4.25,0.0
935,31,74.0,95.0,24.5,45.6,49.03,3.9,16.5,18.6,21.2,69,93,0.742,118,247,0.478,36,130,0.277,0.6,2.2,24.7,99.2849,2.4,44721,0.97778319,67.0,118.0,51.0,129.0,0.5678,0.3953,6.0,7.0,0.8571,109.16,110.925,1.84973,182.369,-2.30381,-0.804463,-1.49935,-1.62969,29.8387,-0.136299,-1.49339,1.1935,4.4516,5.6452,2.8387,1.2258,0.1935,13.3226,0.0
936,22,24.8,74.8,22.2,42.8,43.24,3.9,13.1,15.3,24.2,7,15,0.467,28,53,0.528,7,37,0.189,0.0,1.2,16.7,73.5009,6.3,11144,0.61541715,15.0,22.0,11.0,28.0,0.6818,0.3929,1.0,2.0,0.5,108.686,114.091,0.58214,45.7292,-10.1186,-6.00142,-4.11718,-9.53336,13.5909,-6.8411,-2.69226,0.4545,1.5,1.9545,0.7273,0.2727,0.0,3.8182,0.0
937,28,59.7,103.2,18.1,50.6,51.53,3.8,11.7,6.6,13.8,23,38,0.605,34,83,0.41,59,159,0.371,0.2,1.8,15.7,96.6179,2.2,35263,0.71869804,13.0,27.0,21.0,56.0,0.4815,0.375,0.0,0.0,0.0,107.833,110.335,1.65113,117.196,-1.4218,0.425748,-1.84755,-0.704652,25.8929,0.863137,-1.56779,0.9643,2.6071,3.5714,0.8214,0.8214,0.0357,9.5714,0.0
938,32,63.3,110.4,13.3,46.6,54.88,6.7,19.4,11.7,19.3,66,89,0.742,39,81,0.481,11,38,0.289,1.0,1.1,74.8,103.494,4.4,28753,1.55555556,24.0,47.0,14.0,33.0,0.5106,0.4242,0.0,0.0,0.0,107.593,103.975,2.25722,139.717,2.44872,1.15032,1.2984,0.857392,25.5,0.0840656,0.773326,1.4688,4.0625,5.5312,1.75,0.5,0.25,5.5312,0.0
939,30,61.2,104.8,16.8,55.5,56.18,3.2,9.6,10.5,18.2,13,19,0.684,41,74,0.554,47,127,0.37,1.9,3.3,9.5,96.0518,3.3,71063,1.0769231,35.0,55.0,6.0,18.0,0.6364,0.3333,1.0,1.0,1.0,100.125,102.75,2.09045,137.547,1.31637,0.691229,0.62514,1.20855,24.6,0.354796,0.853751,0.6667,2.0,2.6667,1.4,1.4,0.4333,7.8667,0.0
940,31,56.0,109.6,16.4,63.1,59.68,7.6,23.2,9.8,15.4,33,73,0.452,77,121,0.636,0,1,0.0,4.2,1.9,59.8,105.14,3.5,26292,1.07405285,72.0,91.0,5.0,30.0,0.7912,0.1667,33.0,38.0,0.8684,94.4064,93.255,2.83312,146.208,3.63011,-0.45065,4.08076,3.38482,22.7742,0.837271,2.54754,1.1935,4.4839,5.6774,0.9355,0.6452,0.8387,6.0323,0.0
941,9,31.0,102.2,26.8,52.7,57.0,2.1,12.5,23.2,16.8,27,32,0.844,41,71,0.577,12,41,0.293,3.1,0.8,28.6,107.657,1.9,70865,1.3913044,27.0,50.0,14.0,21.0,0.54,0.6667,1.0,1.0,1.0,105.838,104.62,2.6942,49.9695,0.542362,1.1311,-0.588737,1.32413,33.8,2.19442,-0.870287,0.6,3.9,4.5,3.2,0.4,1.0,16.3,0.0
942,29,67.3,106.8,23.8,56.2,59.98,11.2,29.0,6.5,20.5,108,156,0.692,141,251,0.562,0,0,0.0,1.9,0.8,62.2,110.501,2.9,43474,0.35134682,118.0,192.0,23.0,59.0,0.6146,0.3898,26.0,26.0,1.0,103.625,104.572,2.40229,172.42,-2.03083,-1.40319,-0.627647,0.152724,27.871,1.5236,-1.37087,3.0323,7.0968,10.129,0.8387,0.4194,0.4839,13.7419,0.0
943,24,55.3,99.5,25.4,50.0,51.69,3.8,11.0,11.6,14.9,53,90,0.589,61,124,0.492,46,136,0.338,0.9,3.1,34.6,103.685,3.4,33237,0.93023256,49.0,94.0,7.0,19.0,0.5213,0.3684,2.0,2.0,1.0,105.316,108.605,1.99797,122.487,-1.38856,0.365717,-1.75428,0.00289317,27.08,0.746664,-0.743771,0.88,2.48,3.36,1.6,1.48,0.24,12.88,0.0
944,31,66.8,115.7,25.4,54.3,61.89,8.7,15.9,17.4,17.3,131,150,0.873,148,266,0.556,3,15,0.2,1.2,1.4,53.4,119.23,3.2,3796,1.0,95.0,125.0,53.0,141.0,0.76,0.3759,4.0,4.0,1.0,105.555,111.121,1.47324,150.244,-0.264724,1.83266,-2.09739,0.0187561,27.7097,2.5147,-2.49594,1.9032,3.8065,5.7097,2.0645,0.6452,0.3226,14.0645,0.0
945,36,67.9,115.6,15.8,58.6,59.47,8.6,14.2,19.7,22.9,55,92,0.598,60,111,0.541,26,58,0.448,0.7,2.0,54.4,114.369,3.4,21436,1.75861224,50.0,78.0,10.0,33.0,0.641,0.303,3.0,3.0,1.0,104.86,98.331,2.95679,164.644,7.74491,5.31865,2.42626,6.09475,27.5556,3.73308,2.36167,2.0,3.4444,5.4444,2.8333,0.8611,0.1944,7.0278,0.0
946,2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,-6.75352,0.0,50383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.648,124.982,0.0154976,0.193826,-5.25026,-3.04447,-2.20579,-3.81431,1.6667,-1.92489,-1.88942,0.0,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0
947,11,4.1,110.0,14.5,40.0,46.22,18.9,13.1,6.8,14.5,3,4,0.75,4,10,0.4,0,0,0.0,5.8,0.0,40.0,100.536,11.3,39725,1.0,2.0,6.0,2.0,4.0,0.3333,0.5,0.0,0.0,0.0,109.653,111.677,0.278998,9.2359,0.539893,0.224356,0.315537,-4.91303,4.5385,-3.81157,-1.10146,0.7692,0.6154,1.3846,0.1538,0.0769,0.2308,0.8462,0.0
948,23,23.7,62.4,17.4,35.2,38.32,3.8,6.5,12.8,41.5,10,20,0.5,14,33,0.424,1,11,0.091,0.5,1.4,45.5,60.1419,4.8,16302,0.53122978,9.0,18.0,5.0,15.0,0.5,0.3333,0.0,0.0,0.0,105.371,107.603,0.784231,35.9393,-8.80432,-7.11446,-1.68986,-9.16959,11.9565,-7.22388,-1.9457,0.3913,0.6087,1.0,0.7391,0.2609,0.0435,1.7826,0.0
949,31,74.8,117.5,13.7,62.1,63.89,0.8,7.9,12.9,16.4,41,56,0.732,33,64,0.516,60,134,0.448,0.0,2.5,28.3,108.366,2.6,66624,1.81574731,33.0,53.0,0.0,11.0,0.6226,0.0,0.0,0.0,0.0,104.054,101.965,2.63602,167.441,3.60328,3.61894,-0.0156574,2.85859,30.2188,1.66986,1.18872,0.1875,2.0312,2.2188,2.1562,1.3125,0.0,9.0,0.0
950,26,44.9,91.5,10.7,47.3,48.06,3.6,6.7,6.3,22.9,6,10,0.6,18,32,0.563,17,60,0.283,0.2,1.4,10.9,76.7043,3.8,42072,0.73909114,17.0,26.0,1.0,6.0,0.6538,0.1667,0.0,0.0,0.0,104.087,109.84,1.40561,75.1909,-4.695,-3.7242,-0.970795,-5.41716,21.5769,-4.92969,-0.487467,0.7308,1.2692,2.0,0.6538,0.5,0.0385,3.5769,0.0
951,7,7.9,88.8,12.7,31.3,30.73,3.3,2.3,32.8,18.9,1,4,0.25,2,7,0.286,2,9,0.222,0.0,1.8,25.0,80.8201,3.6,22012,4.25026274,1.0,4.0,1.0,3.0,0.25,0.3333,0.0,0.0,0.0,110.32,112.181,0.661617,13.0107,-8.87077,-2.61495,-6.25583,-6.5711,14.1429,-3.36531,-3.20579,0.4286,0.2857,0.7143,2.4286,0.4286,0.0,1.5714,0.0
952,39,79.7,119.0,21.1,58.7,61.45,1.5,6.2,11.6,14.4,88,108,0.815,61,120,0.508,137,334,0.41,0.2,1.9,23.8,128.237,1.8,40637,1.15151515,45.0,67.0,17.0,54.0,0.6716,0.3148,9.0,12.0,0.75,105.88,99.2889,3.33671,181.046,5.67274,6.53699,-0.86425,6.81628,32.05,6.28365,0.532625,0.45,1.625,2.075,1.9,1.1,0.05,15.925,0.0
953,17,3.9,101.7,16.0,57.7,57.69,15.6,19.6,0.0,25.6,0,0,0.0,6,8,0.75,1,5,0.2,0.0,1.0,0.0,94.3409,10.0,43285,0.0,6.0,8.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,103.238,105.629,0.266659,10.3178,-8.74633,-2.29651,-6.44982,-8.5057,3.2941,-5.79362,-2.71208,0.4118,0.5882,1.0,0.0,0.0588,0.0,0.8824,0.0
954,25,27.7,96.5,14.4,43.4,46.14,8.9,10.6,15.1,21.3,16,29,0.552,25,58,0.431,1,3,0.333,5.2,2.1,47.5,91.5558,4.3,26776,1.47368424,20.0,36.0,5.0,22.0,0.5556,0.2273,12.0,14.0,0.8571,102.894,97.987,1.45124,67.2906,3.38601,-0.481393,3.8674,1.97574,14.36,-0.66165,2.63739,1.16,1.32,2.48,1.12,0.52,0.68,2.76,0.0
955,20,49.1,91.9,13.8,46.8,46.77,2.2,9.4,5.4,14.7,8,18,0.444,9,18,0.5,23,75,0.307,1.9,1.0,19.4,81.3676,3.0,66374,0.73330538,9.0,15.0,0.0,3.0,0.6,0.0,1.0,1.0,1.0,108.767,111.173,1.09536,61.9314,-3.88213,-1.7826,-2.09953,-4.25608,19.9524,-2.46215,-1.79392,0.4286,1.7143,2.1429,0.5238,0.4286,0.381,5.2857,0.0
956,28,38.8,90.9,28.2,44.9,47.73,8.7,16.7,10.0,20.0,39,64,0.609,57,122,0.467,15,55,0.273,4.2,1.2,36.2,99.3587,3.8,71368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,30,42.4,81.4,22.7,36.5,41.59,2.8,8.6,10.1,20.1,41,61,0.672,43,120,0.358,12,47,0.255,0.9,1.6,36.5,82.3155,2.2,68088,0.80952381,21.0,40.0,22.0,80.0,0.525,0.275,1.0,1.0,1.0,116.283,114.916,0.855945,77.4726,-7.64607,-4.33837,-3.3077,-7.03802,17.375,-4.31487,-2.72315,0.375,1.3438,1.7188,1.0625,0.5625,0.1562,5.75,0.0
958,28,62.3,91.4,23.1,41.8,48.17,5.1,12.3,13.0,21.6,74,92,0.804,104,242,0.43,0,7,0.0,2.0,2.3,36.9,90.5197,4.1,21688,0.72309813,66.0,113.0,38.0,129.0,0.5841,0.2946,14.0,14.0,1.0,103.562,105.862,2.20329,133.866,-2.87479,-3.88684,1.01205,-3.34099,27.6071,-3.33527,-0.00572292,1.25,2.75,4.0,1.6786,1.0714,0.5357,10.0714,0.0
959,24,11.8,68.9,22.5,32.4,36.38,8.2,9.6,15.9,34.2,10,21,0.476,11,31,0.355,0,3,0.0,0.6,2.6,61.8,73.3001,2.5,8483,0.71428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.67,97.801,0.662627,27.8215,-4.66693,-5.66478,0.99785,-5.91574,6.7083,-5.14242,-0.773324,0.4583,0.5,0.9583,0.625,0.2917,0.0417,1.3333,0.0
960,20,11.6,78.3,13.2,37.5,41.1,1.9,5.3,16.8,31.8,3,4,0.75,6,17,0.353,1,3,0.333,0.0,1.4,20.0,65.8712,6.1,11580,1.22222228,2.0,3.0,4.0,14.0,0.6667,0.2857,0.0,0.0,0.0,104.847,113.456,0.281027,19.2941,-8.87716,-6.08151,-2.79565,-8.96597,6.2,-7.49676,-1.46921,0.1,0.3,0.4,0.55,0.15,0.0,0.9,0.0
961,2,0.2,103.0,18.1,0.0,52.63,0.0,38.7,0.0,0.0,1,2,0.5,0,0,0.0,0,0,0.0,0.0,0.0,0.0,95.2346,0.0,35311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0216,99.368,0.154013,0.609442,-14.7484,-7.87399,-6.87437,-1.93239,1.5,-1.98679,0.0543989,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0
962,31,40.7,108.7,16.9,50.6,51.83,3.7,14.8,10.8,10.0,17,27,0.63,13,40,0.325,44,116,0.379,0.9,1.6,17.3,100.629,4.1,15860,1.5715235,6.0,18.0,7.0,22.0,0.3333,0.3182,0.0,0.0,0.0,96.7778,99.1937,1.50943,88.445,1.55823,1.18439,0.373841,2.89394,16.5484,2.12823,0.76571,0.5806,1.9677,2.5484,0.7097,0.4194,0.129,5.6452,0.0
963,30,60.3,105.9,24.8,49.6,53.67,8.0,21.8,12.0,12.4,88,129,0.682,137,276,0.496,0,0,0.0,2.0,0.7,46.7,115.68,3.4,33925,0.90002254,55.0,78.0,82.0,198.0,0.7051,0.4141,5.0,5.0,1.0,105.432,105.579,2.02204,134.71,-0.837575,0.1703,-1.00788,1.41355,25.1333,2.58462,-1.17107,1.8333,4.6667,6.5,1.2,0.3,0.4667,12.0667,0.0
964,22,28.6,99.5,16.1,50.0,51.38,0.9,11.9,5.2,12.5,6,8,0.75,5,15,0.333,22,61,0.361,0.0,1.5,10.5,97.0904,3.6,66241,0.77780493,3.0,6.0,2.0,9.0,0.5,0.2222,0.0,0.0,0.0,98.1179,92.6082,1.50284,44.6627,0.272963,-0.595248,0.868211,0.827648,12.5,-0.84463,1.67228,0.0909,1.2273,1.3182,0.3182,0.3182,0.0,3.7273,0.0
965,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,-7.54759,0.0,67712,0.0,1.0,2.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,111.842,115.264,0.0419072,0.103365,-7.1167,-4.42906,-2.68765,-5.85682,1.5,-1.96578,-3.89104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,22,20.0,81.1,11.6,40.7,45.87,5.0,7.3,7.9,26.3,8,12,0.667,11,19,0.579,0,8,0.0,1.7,1.1,44.4,69.8173,1.5,72104,0.75,11.0,14.0,0.0,5.0,0.7857,0.0,4.0,4.0,1.0,123.303,125.139,0.0722362,28.4931,-8.87926,-4.56465,-4.31461,-6.74879,9.4167,-2.99813,-3.75066,0.5,0.5417,1.0417,0.375,0.25,0.125,1.875,0.0
967,31,66.4,94.8,19.5,45.1,47.3,5.2,19.3,3.9,13.3,37,55,0.673,45,115,0.391,52,158,0.329,1.9,2.6,20.1,91.5317,4.8,34575,0.45948887,27.0,58.0,18.0,57.0,0.4655,0.3158,4.0,7.0,0.5714,104.117,104.229,2.27905,170.497,-1.99022,-1.77569,-0.214534,-2.31259,26.7742,-2.06842,-0.244174,1.2258,4.3226,5.5484,0.5484,1.1935,0.4194,9.129,0.0
968,18,51.0,103.0,19.0,51.0,53.22,2.0,9.0,8.2,10.9,22,31,0.71,26,58,0.448,32,87,0.368,0.3,2.6,21.4,98.3321,2.6,73884,1.06243676,16.0,29.0,10.0,29.0,0.5517,0.3448,0.0,0.0,0.0,108.722,111.751,1.27927,75.4867,-2.17768,0.574324,-2.75201,-1.00547,23.7778,0.336973,-1.34244,0.4444,1.8333,2.2778,0.9444,1.1111,0.0556,9.4444,0.0
969,7,2.2,129.7,18.4,75.0,75.0,0.0,0.0,11.8,15.3,0,0,0.0,0,1,0.0,4,7,0.571,0.0,0.0,0.0,127.574,6.7,34620,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,125.633,124.373,0.0354098,1.98268,-7.41532,3.49353,-10.9088,4.57048,3.6,9.20071,-4.63023,0.0,0.1,0.1,0.2,0.0,0.0,1.4,0.0
970,31,19.6,90.2,19.1,52.5,53.16,11.2,19.1,0.7,26.9,16,30,0.533,32,61,0.525,0,0,0.0,11.5,0.4,49.2,93.1521,9.6,41241,0.04172048,23.0,32.0,9.0,29.0,0.7188,0.3103,17.0,19.0,0.8947,104.893,98.2437,0.889734,56.5398,-0.443955,-3.36608,2.92213,-3.18173,8.3548,-4.92252,1.74078,0.8065,1.4194,2.2258,0.0323,0.0645,0.871,2.5806,0.0
